entity_type,sku,category,warehouse,week,stockout_probability,risk_band,evidence
SKU-Warehouse,SKU-00075,Packaged Foods,North Noahstad Distribution Center,2025-12-22,0.626,High,"Demand increased 42% (1268 -> 1805 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 7 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 2 in the same comparison window."
SKU-Warehouse,SKU-00075,Packaged Foods,Cassandraton Distribution Center,2025-12-22,0.392,Medium,"Demand increased 47% (1188 -> 1746 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 10.9 to 12.4 days of supply.; Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00075,Packaged Foods,Herrerafurt Distribution Center,2025-12-22,0.29,Medium,"Demand increased 42% (1540 -> 2180 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 1.5 to 0.0 days of supply.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00075,Packaged Foods,New Kellystad Distribution Center,2025-12-22,0.274,Medium,"Demand decreased 12% (760 -> 666 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 7.1 to 10.5 days of supply."
SKU-Warehouse,SKU-00075,Packaged Foods,West Michael Distribution Center,2025-12-22,0.43,Medium,"Demand increased 71% (943 -> 1608 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 11.9 to 8.9 days of supply.; Late deliveries for this product-warehouse rose from 2 to 5 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00075,Packaged Foods,Jacquelineland Distribution Center,2025-12-22,0.555,High,"Demand increased 74% (925 -> 1608 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 9.6 to 7.2 days of supply.; Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00075,Packaged Foods,South Noah Distribution Center,2025-12-22,0.591,High,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00076,Industrial Parts,New Roberttown Distribution Center,2025-12-22,0.055,Low,"Demand increased 52% (28 -> 43 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00076,Industrial Parts,East Jessetown Distribution Center,2025-12-22,0.209,Low,"Demand increased 142% (48 -> 117 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00076,Industrial Parts,Robinsonshire Distribution Center,2025-12-22,0.117,Low,"Demand increased 52% (46 -> 70 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 11.1 to 3.4 days of supply.; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00076,Industrial Parts,Lisatown Distribution Center,2025-12-22,0.071,Low,"Demand decreased 31% (94 -> 65 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 7.8 to 5.2 days of supply.; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00076,Industrial Parts,Ericmouth Distribution Center,2025-12-22,0.078,Low,Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.
SKU-Warehouse,SKU-00076,Industrial Parts,Herrerafurt Distribution Center,2025-12-22,0.611,High,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00076,Industrial Parts,New Kellystad Distribution Center,2025-12-22,0.093,Low,Inventory coverage improved from 17.1 to 25.5 days of supply.
SKU-Warehouse,SKU-00076,Industrial Parts,Port Jesseville Distribution Center,2025-12-22,0.123,Low,"Demand increased 29% (60 -> 78 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00076,Industrial Parts,West Michael Distribution Center,2025-12-22,0.122,Low,"Demand increased 42% (42 -> 59 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00077,Apparel,Lake Debra Distribution Center,2025-12-22,0.506,High,"Demand decreased 12% (350 -> 309 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00077,Apparel,Jacquelineland Distribution Center,2025-12-22,0.363,Medium,"Demand increased 87% (365 -> 683 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.9 to 9.4 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00077,Apparel,South Noah Distribution Center,2025-12-22,0.224,Low,"Demand increased 46% (400 -> 584 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00078,Apparel,New Roberttown Distribution Center,2025-12-22,0.498,Medium,Inventory coverage declined from 5.4 to 0.0 days of supply.
SKU-Warehouse,SKU-00078,Apparel,Robinsonshire Distribution Center,2025-12-22,0.288,Medium,"Demand increased 180% (715 -> 2001 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 7 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00078,Apparel,Ericmouth Distribution Center,2025-12-22,0.606,High,"Demand increased 28% (1072 -> 1378 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00078,Apparel,Port Keith Distribution Center,2025-12-22,0.278,Medium,"Demand increased 11% (879 -> 973 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.5 to 7.9 days of supply.; Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00078,Apparel,Port Jesseville Distribution Center,2025-12-22,0.241,Low,"Demand increased 21% (1246 -> 1512 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00078,Apparel,Ramirezstad Distribution Center,2025-12-22,0.739,High,"Demand decreased 52% (3780 -> 1812 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 0.7 to 3.8 days of supply."
SKU-Warehouse,SKU-00079,Packaged Foods,North Judithbury Distribution Center,2025-12-22,0.719,High,"Demand increased 21% (1124 -> 1361 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00079,Packaged Foods,East Jill Distribution Center,2025-12-22,0.361,Medium,"Demand decreased 18% (2006 -> 1638 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00079,Packaged Foods,Robinsonshire Distribution Center,2025-12-22,0.429,Medium,"Demand increased 33% (658 -> 876 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 6.1 to 4.0 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00079,Packaged Foods,Ericmouth Distribution Center,2025-12-22,0.476,Medium,"Demand decreased 14% (1157 -> 995 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 15.9 to 14.2 days of supply."
SKU-Warehouse,SKU-00079,Packaged Foods,Port Keith Distribution Center,2025-12-22,0.299,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00080,Home & Kitchen,New Roberttown Distribution Center,2025-12-22,0.212,Low,Inventory coverage declined from 7.9 to 3.1 days of supply.
SKU-Warehouse,SKU-00080,Home & Kitchen,East Jessetown Distribution Center,2025-12-22,0.104,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00080,Home & Kitchen,Lake Debra Distribution Center,2025-12-22,0.073,Low,"Demand decreased 40% (420 -> 254 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 7.2 to 0.0 days of supply."
SKU-Warehouse,SKU-00080,Home & Kitchen,Robinsonshire Distribution Center,2025-12-22,0.106,Low,"Demand increased 20% (332 -> 399 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 1.9 to 7.8 days of supply."
SKU-Warehouse,SKU-00080,Home & Kitchen,Herrerafurt Distribution Center,2025-12-22,0.155,Low,"Demand decreased 28% (713 -> 516 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 15.3 to 12.2 days of supply.; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00080,Home & Kitchen,West Michael Distribution Center,2025-12-22,0.057,Low,"Demand decreased 32% (650 -> 442 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 8.9 to 7.4 days of supply."
SKU-Warehouse,SKU-00080,Home & Kitchen,Lake Mark Distribution Center,2025-12-22,0.101,Low,"Demand decreased 20% (712 -> 567 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00081,Electronics,New Roberttown Distribution Center,2025-12-22,0.336,Medium,"Demand decreased 29% (682 -> 485 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00081,Electronics,East Jessetown Distribution Center,2025-12-22,0.16,Low,"Demand increased 25% (979 -> 1228 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 6.6 to 5.8 days of supply."
SKU-Warehouse,SKU-00081,Electronics,Lake Debra Distribution Center,2025-12-22,0.295,Medium,Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks.
SKU-Warehouse,SKU-00081,Electronics,Cassandraton Distribution Center,2025-12-22,0.458,Medium,"Demand decreased 15% (1312 -> 1117 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00081,Electronics,Herrerafurt Distribution Center,2025-12-22,0.442,Medium,"Demand increased 18% (1681 -> 1978 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 3 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 2 in the same comparison window."
SKU-Warehouse,SKU-00081,Electronics,New Kellystad Distribution Center,2025-12-22,0.143,Low,"Demand increased 14% (429 -> 491 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00081,Electronics,Port Jesseville Distribution Center,2025-12-22,0.146,Low,"Demand decreased 12% (630 -> 551 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.3 to 9.0 days of supply."
SKU-Warehouse,SKU-00081,Electronics,New Jessica Distribution Center,2025-12-22,0.366,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00081,Electronics,Lake Mark Distribution Center,2025-12-22,0.106,Low,"Demand increased 119% (995 -> 2181 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 0.1 to 0.1 days of supply.; Late deliveries for this product-warehouse rose from 3 to 9 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 4 in the same comparison window."
SKU-Warehouse,SKU-00082,Electronics,New Roberttown Distribution Center,2025-12-22,0.2,Low,"Demand increased 64% (250 -> 410 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00082,Electronics,East Jessetown Distribution Center,2025-12-22,0.276,Medium,"Demand increased 31% (491 -> 642 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 2.3 to 9.1 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00082,Electronics,Robinsonshire Distribution Center,2025-12-22,0.117,Low,"Demand increased 40% (482 -> 675 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00082,Electronics,Lisatown Distribution Center,2025-12-22,0.125,Low,"Demand decreased 39% (737 -> 447 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 3.1 to 0.0 days of supply.; Late deliveries for this product-warehouse rose from 3 to 4 orders over the last 4 weeks."
SKU-Warehouse,SKU-00082,Electronics,Ericmouth Distribution Center,2025-12-22,0.198,Low,"Demand increased 22% (429 -> 524 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00082,Electronics,South Noah Distribution Center,2025-12-22,0.273,Medium,"Demand increased 73% (378 -> 655 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00083,Personal Care,Lake Debra Distribution Center,2025-12-22,0.303,Medium,"Demand decreased 35% (1826 -> 1184 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 1.2 to 0.9 days of supply.; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 2 to 3 in the same comparison window."
SKU-Warehouse,SKU-00083,Personal Care,Ericmouth Distribution Center,2025-12-22,0.729,High,"Demand increased 81% (1837 -> 3317 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00083,Personal Care,New Kellystad Distribution Center,2025-12-22,0.061,Low,"Demand increased 15% (1062 -> 1224 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00084,Office Supplies,East Jessetown Distribution Center,2025-12-22,0.176,Low,"Demand decreased 35% (485 -> 314 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00084,Office Supplies,Lake Debra Distribution Center,2025-12-22,0.201,Low,"Demand decreased 39% (256 -> 156 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 1.5 to 2.5 days of supply."
SKU-Warehouse,SKU-00084,Office Supplies,Lisatown Distribution Center,2025-12-22,0.073,Low,"Demand increased 52% (401 -> 610 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00084,Office Supplies,North Noahstad Distribution Center,2025-12-22,0.071,Low,"Demand increased 65% (291 -> 482 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00084,Office Supplies,Cassandraton Distribution Center,2025-12-22,0.194,Low,Inventory coverage declined from 8.3 to 7.1 days of supply.
SKU-Warehouse,SKU-00084,Office Supplies,Herrerafurt Distribution Center,2025-12-22,0.178,Low,"Demand increased 15% (413 -> 476 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 0.6 to 2.2 days of supply."
SKU-Warehouse,SKU-00084,Office Supplies,New Kellystad Distribution Center,2025-12-22,0.098,Low,"Demand increased 1247% (220 -> 2966 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00084,Office Supplies,Lake Chad Distribution Center,2025-12-22,0.131,Low,"Demand increased 24% (354 -> 438 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00084,Office Supplies,Port Keith Distribution Center,2025-12-22,0.17,Low,"Demand increased 20% (184 -> 220 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00084,Office Supplies,Ramirezstad Distribution Center,2025-12-22,0.323,Medium,"Demand increased 27% (376 -> 477 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.2 to 11.0 days of supply."
SKU-Warehouse,SKU-00085,Apparel,North Judithbury Distribution Center,2025-12-22,0.652,High,"Demand increased 18% (1004 -> 1187 units/week, trailing 4wk vs prior 4wk)."
